composition_id,material_id,concentration,name,charactaristic
495,98,0.25,β-cyclodextrin,A cyclic oligosaccharide used for encapsulating flavors and active compounds in food.
459,144,0.0,control,Material used as a baseline in experiments.
496,5,6.0,corn starch,"A starch derived from corn kernels, commonly used as a thickener in cooking and baking."
496,23,1.8,glycerol,"A sugar alcohol used as a humectant, solvent, and sweetener in food and pharmaceuticals."
497,5,6.0,corn starch,"A starch derived from corn kernels, commonly used as a thickener in cooking and baking."
497,23,1.8,glycerol,"A sugar alcohol used as a humectant, solvent, and sweetener in food and pharmaceuticals."
497,243,1.0,Starch Nanocrystals,a
497,29,0.5,lemongrass oil,"An essential oil with a citrus scent, used in aromatherapy and as a natural preservative."
498,5,6.0,corn starch,"A starch derived from corn kernels, commonly used as a thickener in cooking and baking."
498,23,1.8,glycerol,"A sugar alcohol used as a humectant, solvent, and sweetener in food and pharmaceuticals."
498,26,1.5,tween 80,"An emulsifier used in food, pharmaceuticals, and cosmetics for stabilizing oil-water mixtures."
498,29,0.5,lemongrass oil,"An essential oil with a citrus scent, used in aromatherapy and as a natural preservative."
458,144,0.0,control,Material used as a baseline in experiments.
499,23,1.02,glycerol,"A sugar alcohol used as a humectant, solvent, and sweetener in food and pharmaceuticals."
499,13,1.02,alginate,"A polysaccharide extracted from brown algae, used as a gelling and thickening agent."
500,23,1.03,glycerol,"A sugar alcohol used as a humectant, solvent, and sweetener in food and pharmaceuticals."
500,13,1.03,alginate,"A polysaccharide extracted from brown algae, used as a gelling and thickening agent."
500,96,0.51,ascorbic acid,"Also known as vitamin C, used as an antioxidant and preservative in food."
501,23,1.05,glycerol,"A sugar alcohol used as a humectant, solvent, and sweetener in food and pharmaceuticals."
501,13,1.05,alginate,"A polysaccharide extracted from brown algae, used as a gelling and thickening agent."
501,26,2.27,tween 80,"An emulsifier used in food, pharmaceuticals, and cosmetics for stabilizing oil-water mixtures."
501,227,0.57,ethanol,ethanol
501,226,0.32,cinnamon essential oil,cinnamon essential oil
502,23,1.05,glycerol,"A sugar alcohol used as a humectant, solvent, and sweetener in food and pharmaceuticals."
502,13,1.05,alginate,"A polysaccharide extracted from brown algae, used as a gelling and thickening agent."
502,26,2.27,tween 80,"An emulsifier used in food, pharmaceuticals, and cosmetics for stabilizing oil-water mixtures."
502,227,0.57,ethanol,ethanol
502,226,0.32,cinnamon essential oil,cinnamon essential oil
455,144,0.0,control,Material used as a baseline in experiments.
503,152,0.03,zinc oxide nanoparticles,ZnO nanoparticles used in antibacterial coatings and food packaging.
505,152,0.07,zinc oxide nanoparticles,ZnO nanoparticles used in antibacterial coatings and food packaging.
506,152,0.5,zinc oxide nanoparticles,ZnO nanoparticles used in antibacterial coatings and food packaging.
454,144,0.0,control,Material used as a baseline in experiments.
507,98,0.21,β-cyclodextrin,A cyclic oligosaccharide used for encapsulating flavors and active compounds in food.
507,244,0.08,Potassium hydroxide,a
507,57,4.6,methanol,A simple alcohol used as a solvent in chemical applications.
453,144,0.0,control,Material used as a baseline in experiments.
510,169,44.44,chitosan,"A biopolymer derived from chitin, used for its antimicrobial and film-forming properties."
510,248,11.11,Natamycin,a
510,199,44.44,acetic acid,A natural preservative used for its antimicrobial properties.
510,23,555.56,glycerol,"A sugar alcohol used as a humectant, solvent, and sweetener in food and pharmaceuticals."
511,43,1.96,pectin,"A polysaccharide found in fruits, used as a gelling agent in jams and jellies."
511,249,0.02,Epigallocatechin gallate,a
511,250,98.2,Water,a
511,23,24.5,glycerol,"A sugar alcohol used as a humectant, solvent, and sweetener in food and pharmaceuticals."
512,43,1.96,pectin,"A polysaccharide found in fruits, used as a gelling agent in jams and jellies."
512,249,0.1,Epigallocatechin gallate,a
512,250,97.94,Water,a
512,23,24.49,glycerol,"A sugar alcohol used as a humectant, solvent, and sweetener in food and pharmaceuticals."
513,43,1.96,pectin,"A polysaccharide found in fruits, used as a gelling agent in jams and jellies."
513,249,0.2,Epigallocatechin gallate,a
513,250,97.85,Water,a
513,23,24.46,glycerol,"A sugar alcohol used as a humectant, solvent, and sweetener in food and pharmaceuticals."
514,43,1.96,pectin,"A polysaccharide found in fruits, used as a gelling agent in jams and jellies."
514,249,0.29,Epigallocatechin gallate,a
514,250,97.75,Water,a
514,23,24.44,glycerol,"A sugar alcohol used as a humectant, solvent, and sweetener in food and pharmaceuticals."
452,144,0.0,control,Material used as a baseline in experiments.
515,77,0.5,carboxy-methyl cellulose,A cellulose derivative used as a thickener and stabilizer in food and pharmaceuticals.
516,77,0.5,carboxy-methyl cellulose,A cellulose derivative used as a thickener and stabilizer in food and pharmaceuticals.
516,152,0.03,zinc oxide nanoparticles,ZnO nanoparticles used in antibacterial coatings and food packaging.
517,77,0.5,carboxy-methyl cellulose,A cellulose derivative used as a thickener and stabilizer in food and pharmaceuticals.
517,152,0.03,zinc oxide nanoparticles,ZnO nanoparticles used in antibacterial coatings and food packaging.
450,144,0.0,control,Material used as a baseline in experiments.
525,256,0.029,Asian formulation,a
525,257,0.392,Mediterranean formulation,a
525,33,0.392,citrus essential oil,"An oil derived from citrus fruits, valued for its fresh aroma and antioxidant properties."
525,226,0.196,cinnamon essential oil,cinnamon essential oil
525,26,1.009,tween 80,"An emulsifier used in food, pharmaceuticals, and cosmetics for stabilizing oil-water mixtures."
526,253,0.1,silver nitrate,a
526,259,0.009,Tyrosine,a
526,244,0.028,Potassium hydroxide,a
527,169,0.6,chitosan,"A biopolymer derived from chitin, used for its antimicrobial and film-forming properties."
527,23,0.18,glycerol,"A sugar alcohol used as a humectant, solvent, and sweetener in food and pharmaceuticals."
527,199,0.3,acetic acid,A natural preservative used for its antimicrobial properties.
528,256,0.002,Asian formulation,a
528,257,0.023,Mediterranean formulation,a
528,33,0.023,citrus essential oil,"An oil derived from citrus fruits, valued for its fresh aroma and antioxidant properties."
528,226,0.012,cinnamon essential oil,cinnamon essential oil
528,169,0.6,chitosan,"A biopolymer derived from chitin, used for its antimicrobial and film-forming properties."
528,23,0.18,glycerol,"A sugar alcohol used as a humectant, solvent, and sweetener in food and pharmaceuticals."
528,199,0.3,acetic acid,A natural preservative used for its antimicrobial properties.
529,253,0.03,silver nitrate,a
529,169,0.6,chitosan,"A biopolymer derived from chitin, used for its antimicrobial and film-forming properties."
529,23,0.18,glycerol,"A sugar alcohol used as a humectant, solvent, and sweetener in food and pharmaceuticals."
529,199,0.3,acetic acid,A natural preservative used for its antimicrobial properties.
446,144,0.0,control,Material used as a baseline in experiments.
535,143,0.0003,gellan gum,"A natural gelling agent derived from bacteria, used in food and industrial applications."
535,260,0.0014,Lactoferrin,a
535,169,0.0014,chitosan,"A biopolymer derived from chitin, used for its antimicrobial and film-forming properties."
445,144,0.0,control,Material used as a baseline in experiments.
539,5,5.0,corn starch,"A starch derived from corn kernels, commonly used as a thickener in cooking and baking."
539,23,2.0,glycerol,"A sugar alcohol used as a humectant, solvent, and sweetener in food and pharmaceuticals."
545,5,5.0,corn starch,"A starch derived from corn kernels, commonly used as a thickener in cooking and baking."
545,23,2.0,glycerol,"A sugar alcohol used as a humectant, solvent, and sweetener in food and pharmaceuticals."
545,52,1.0,polyvinyl alcohol,A synthetic polymer used in food coatings and packaging for its film-forming properties.
545,86,0.01,chlorogenic acid,"A polyphenol found in coffee and fruits, used for its antioxidant properties."
444,144,0.0,control,Material used as a baseline in experiments.
546,169,1.0,chitosan,"A biopolymer derived from chitin, used for its antimicrobial and film-forming properties."
546,199,0.01,acetic acid,A natural preservative used for its antimicrobial properties.
547,169,0.38,chitosan,"A biopolymer derived from chitin, used for its antimicrobial and film-forming properties."
547,261,0.63,Glycidyltrimethylammonium Chloride,a
548,169,0.09,chitosan,"A biopolymer derived from chitin, used for its antimicrobial and film-forming properties."
548,261,0.14,Glycidyltrimethylammonium Chloride,a
548,263,0.78,Dihydroxybenzaldehyde,a
443,144,0.0,control,Material used as a baseline in experiments.
552,250,90.0,Water,a
552,26,4.0,tween 80,"An emulsifier used in food, pharmaceuticals, and cosmetics for stabilizing oil-water mixtures."
552,227,1.0,ethanol,ethanol
552,33,5.0,citrus essential oil,"An oil derived from citrus fruits, valued for its fresh aroma and antioxidant properties."
442,144,0.0,control,Material used as a baseline in experiments.
553,264,18.75,Alfalfa cellulose residue,a
553,39,0.5,sorbitol,A sugar alcohol used as a sweetener and humectant in food and cosmetics.
553,265,68.0,zinc chloride,a
554,264,31.25,Alfalfa cellulose residue,a
554,39,1.5,sorbitol,A sugar alcohol used as a sweetener and humectant in food and cosmetics.
554,265,68.0,zinc chloride,a
440,144,0.0,control,Material used as a baseline in experiments.
555,266,3.325,2-Methylimidazole,a
555,267,1.5464,Zinc Nitrate Hexahydrate,a
556,268,0.1,Graphene oxide,a
556,253,0.5882,silver nitrate,a
556,270,1.5,sodium carbonate,a
439,144,0.0,control,Material used as a baseline in experiments.
438,144,0.0,control,Material used as a baseline in experiments.
437,144,0.0,control,Material used as a baseline in experiments.
561,170,3.0,carboxymethyl cellulose,A cellulose derivative used as a thickener and stabilizer in food and cosmetics.
561,23,1.5,glycerol,"A sugar alcohol used as a humectant, solvent, and sweetener in food and pharmaceuticals."
561,271,2.0,Sodium chlorite,a
436,144,0.0,control,Material used as a baseline in experiments.
562,246,100.0,Zein,a
562,227,184.1,ethanol,ethanol
563,246,100.0,Zein,a
563,227,184.1,ethanol,ethanol
563,272,15.37,Allyl isothiocyanate,a
564,246,100.0,Zein,a
564,227,184.1,ethanol,ethanol
564,272,30.73,Allyl isothiocyanate,a
565,272,4.0,Allyl isothiocyanate,a
566,272,8.0,Allyl isothiocyanate,a
435,144,0.0,control,Material used as a baseline in experiments.
567,169,2.09,chitosan,"A biopolymer derived from chitin, used for its antimicrobial and film-forming properties."
567,199,1.04,acetic acid,A natural preservative used for its antimicrobial properties.
567,23,1.04,glycerol,"A sugar alcohol used as a humectant, solvent, and sweetener in food and pharmaceuticals."
567,26,0.21,tween 80,"An emulsifier used in food, pharmaceuticals, and cosmetics for stabilizing oil-water mixtures."
568,169,2.09,chitosan,"A biopolymer derived from chitin, used for its antimicrobial and film-forming properties."
568,199,1.04,acetic acid,A natural preservative used for its antimicrobial properties.
568,23,1.04,glycerol,"A sugar alcohol used as a humectant, solvent, and sweetener in food and pharmaceuticals."
568,26,0.21,tween 80,"An emulsifier used in food, pharmaceuticals, and cosmetics for stabilizing oil-water mixtures."
568,273,5.22,Calcium Lactate Gluconate,a
569,169,2.09,chitosan,"A biopolymer derived from chitin, used for its antimicrobial and film-forming properties."
569,199,1.04,acetic acid,A natural preservative used for its antimicrobial properties.
569,23,1.04,glycerol,"A sugar alcohol used as a humectant, solvent, and sweetener in food and pharmaceuticals."
569,26,0.21,tween 80,"An emulsifier used in food, pharmaceuticals, and cosmetics for stabilizing oil-water mixtures."
569,274,0.21,vitamin e,a
569,275,0.83,acetylation Monoglycerides,a
434,144,0.0,control,Material used as a baseline in experiments.
570,52,2.04,polyvinyl alcohol,A synthetic polymer used in food coatings and packaging for its film-forming properties.
570,271,2.04,Sodium chlorite,a
571,52,2.04,polyvinyl alcohol,A synthetic polymer used in food coatings and packaging for its film-forming properties.
571,271,1.36,Sodium chlorite,a
572,52,2.04,polyvinyl alcohol,A synthetic polymer used in food coatings and packaging for its film-forming properties.
572,271,1.02,Sodium chlorite,a
573,52,2.04,polyvinyl alcohol,A synthetic polymer used in food coatings and packaging for its film-forming properties.
573,271,0.82,Sodium chlorite,a
575,52,2.04,polyvinyl alcohol,A synthetic polymer used in food coatings and packaging for its film-forming properties.
575,271,0.68,Sodium chlorite,a
429,144,0.0,control,Material used as a baseline in experiments.
576,276,1.0,olive phenolic compounds,a
576,277,0.1,Zinc Nitrate,a
577,276,1.0,olive phenolic compounds,a
577,277,0.1,Zinc Nitrate,a
578,276,0.02,olive phenolic compounds,a
578,170,0.4,carboxymethyl cellulose,A cellulose derivative used as a thickener and stabilizer in food and cosmetics.
579,170,0.4,carboxymethyl cellulose,A cellulose derivative used as a thickener and stabilizer in food and cosmetics.
579,279,0.02,Carboxylated Nanoparticles,a
580,170,0.4,carboxymethyl cellulose,A cellulose derivative used as a thickener and stabilizer in food and cosmetics.
580,152,0.02,zinc oxide nanoparticles,ZnO nanoparticles used in antibacterial coatings and food packaging.
428,144,0.0,control,Material used as a baseline in experiments.
581,280,29.4,α-Cyclodextrin,a
581,281,4.0,Sodium Chlorate Tablets,a
581,250,100.0,Water,a
433,144,0.0,control,Material used as a baseline in experiments.
582,48,0.61,sodium alginate,"A sodium salt of alginic acid, used as a gelling agent and stabilizer in food."
582,282,1.43,Carboxymethyl chitosan,a
582,24,0.21,citric acid,A natural organic acid used as a preservative and flavoring agent in food and beverages.
583,48,0.82,sodium alginate,"A sodium salt of alginic acid, used as a gelling agent and stabilizer in food."
583,282,1.22,Carboxymethyl chitosan,a
583,24,0.17,citric acid,A natural organic acid used as a preservative and flavoring agent in food and beverages.
584,48,1.02,sodium alginate,"A sodium salt of alginic acid, used as a gelling agent and stabilizer in food."
584,282,1.02,Carboxymethyl chitosan,a
584,24,0.13,citric acid,A natural organic acid used as a preservative and flavoring agent in food and beverages.
585,48,1.22,sodium alginate,"A sodium salt of alginic acid, used as a gelling agent and stabilizer in food."
585,282,0.82,Carboxymethyl chitosan,a
585,24,0.09,citric acid,A natural organic acid used as a preservative and flavoring agent in food and beverages.
586,48,1.43,sodium alginate,"A sodium salt of alginic acid, used as a gelling agent and stabilizer in food."
586,282,0.61,Carboxymethyl chitosan,a
586,24,0.06,citric acid,A natural organic acid used as a preservative and flavoring agent in food and beverages.
432,144,0.0,control,Material used as a baseline in experiments.
587,41,5.0,gelatin,"A protein derived from collagen, used as a gelling agent in food and pharmaceuticals."
587,23,0.75,glycerol,"A sugar alcohol used as a humectant, solvent, and sweetener in food and pharmaceuticals."
588,41,5.0,gelatin,"A protein derived from collagen, used as a gelling agent in food and pharmaceuticals."
588,23,0.75,glycerol,"A sugar alcohol used as a humectant, solvent, and sweetener in food and pharmaceuticals."
589,41,5.0,gelatin,"A protein derived from collagen, used as a gelling agent in food and pharmaceuticals."
589,23,0.75,glycerol,"A sugar alcohol used as a humectant, solvent, and sweetener in food and pharmaceuticals."
589,283,2.5,inulin,a
430,144,0.0,control,Material used as a baseline in experiments.
590,285,2.22,N-Succinyl Chitosan,a
590,23,5.0,glycerol,"A sugar alcohol used as a humectant, solvent, and sweetener in food and pharmaceuticals."
590,26,2.0,tween 80,"An emulsifier used in food, pharmaceuticals, and cosmetics for stabilizing oil-water mixtures."
591,285,2.22,N-Succinyl Chitosan,a
591,23,5.0,glycerol,"A sugar alcohol used as a humectant, solvent, and sweetener in food and pharmaceuticals."
591,26,2.0,tween 80,"An emulsifier used in food, pharmaceuticals, and cosmetics for stabilizing oil-water mixtures."
591,284,0.5,Cinnamaldehyde,a
592,285,2.22,N-Succinyl Chitosan,a
592,23,5.0,glycerol,"A sugar alcohol used as a humectant, solvent, and sweetener in food and pharmaceuticals."
592,26,2.0,tween 80,"An emulsifier used in food, pharmaceuticals, and cosmetics for stabilizing oil-water mixtures."
592,284,1.0,Cinnamaldehyde,a
593,285,2.22,N-Succinyl Chitosan,a
593,23,5.0,glycerol,"A sugar alcohol used as a humectant, solvent, and sweetener in food and pharmaceuticals."
593,26,2.0,tween 80,"An emulsifier used in food, pharmaceuticals, and cosmetics for stabilizing oil-water mixtures."
593,284,2.0,Cinnamaldehyde,a
423,144,0.0,control,Material used as a baseline in experiments.
594,216,2.04,starch,A carbohydrate polymer used as a thickener and stabilizer in food.
594,39,2.04,sorbitol,A sugar alcohol used as a sweetener and humectant in food and cosmetics.
595,174,0.3,carrageenan,"A polysaccharide extracted from red algae, used for its gelling properties."
595,23,0.76,glycerol,"A sugar alcohol used as a humectant, solvent, and sweetener in food and pharmaceuticals."
595,26,0.01,tween 80,"An emulsifier used in food, pharmaceuticals, and cosmetics for stabilizing oil-water mixtures."
596,169,1.03,chitosan,"A biopolymer derived from chitin, used for its antimicrobial and film-forming properties."
596,26,0.1,tween 80,"An emulsifier used in food, pharmaceuticals, and cosmetics for stabilizing oil-water mixtures."
422,144,0.0,control,Material used as a baseline in experiments.
597,286,0.1,Carrageenan oligosaccharides,a
599,286,0.5,Carrageenan oligosaccharides,a
600,286,1.0,Carrageenan oligosaccharides,a
427,250,0.0,Water,a
601,287,40.0,cellulose,a
601,288,20.0,hemicellulose,a
601,289,3.0,lignin,a
601,43,6.0,pectin,"A polysaccharide found in fruits, used as a gelling agent in jams and jellies."
601,290,12.0,protein,a
601,291,19.0,extract,a
602,287,37.0,cellulose,a
602,288,35.0,hemicellulose,a
602,289,28.0,lignin,a
602,292,15.0,xylan,a
602,293,10.0,Mannan,a
426,144,0.0,control,Material used as a baseline in experiments.
603,169,2.04,chitosan,"A biopolymer derived from chitin, used for its antimicrobial and film-forming properties."
603,199,0.54,acetic acid,A natural preservative used for its antimicrobial properties.
603,23,2.06,glycerol,"A sugar alcohol used as a humectant, solvent, and sweetener in food and pharmaceuticals."
604,169,2.04,chitosan,"A biopolymer derived from chitin, used for its antimicrobial and film-forming properties."
604,199,0.54,acetic acid,A natural preservative used for its antimicrobial properties.
604,23,2.06,glycerol,"A sugar alcohol used as a humectant, solvent, and sweetener in food and pharmaceuticals."
604,294,1.02,olive leaf extract,a
605,169,2.04,chitosan,"A biopolymer derived from chitin, used for its antimicrobial and film-forming properties."
605,199,0.54,acetic acid,A natural preservative used for its antimicrobial properties.
605,23,2.06,glycerol,"A sugar alcohol used as a humectant, solvent, and sweetener in food and pharmaceuticals."
605,294,2.04,olive leaf extract,a
606,169,2.04,chitosan,"A biopolymer derived from chitin, used for its antimicrobial and film-forming properties."
606,199,0.54,acetic acid,A natural preservative used for its antimicrobial properties.
606,23,2.06,glycerol,"A sugar alcohol used as a humectant, solvent, and sweetener in food and pharmaceuticals."
606,295,1.02,olive leaf extract　pomace,a
607,169,2.04,chitosan,"A biopolymer derived from chitin, used for its antimicrobial and film-forming properties."
607,199,0.54,acetic acid,A natural preservative used for its antimicrobial properties.
607,23,2.06,glycerol,"A sugar alcohol used as a humectant, solvent, and sweetener in food and pharmaceuticals."
607,295,2.04,olive leaf extract　pomace,a
425,144,0.0,control,Material used as a baseline in experiments.
608,103,2.04,oxalic acid,"An organic acid found in plants, used in food and cleaning applications."
609,217,0.4,sodium hydroxide,A strong base used in cleaning and industrial processes.
610,103,0.9,oxalic acid,"An organic acid found in plants, used in food and cleaning applications."
416,144,0.0,control,Material used as a baseline in experiments.
611,169,0.8,chitosan,"A biopolymer derived from chitin, used for its antimicrobial and film-forming properties."
611,41,0.2,gelatin,"A protein derived from collagen, used as a gelling agent in food and pharmaceuticals."
613,169,0.8,chitosan,"A biopolymer derived from chitin, used for its antimicrobial and film-forming properties."
613,41,0.2,gelatin,"A protein derived from collagen, used as a gelling agent in food and pharmaceuticals."
613,296,0.0001,Pomegranate Peel Extract,a
417,144,0.0,control,Material used as a baseline in experiments.
614,48,2.0,sodium alginate,"A sodium salt of alginic acid, used as a gelling agent and stabilizer in food."
614,23,1.0,glycerol,"A sugar alcohol used as a humectant, solvent, and sweetener in food and pharmaceuticals."
614,124,0.1,palmitic acid,A saturated fatty acid used in food and industrial applications.
614,297,0.1,glycerin monostearate,a
614,98,0.1,β-cyclodextrin,A cyclic oligosaccharide used for encapsulating flavors and active compounds in food.
614,298,0.05,glycerol General Merchandise Store,a
614,299,0.05,stearic acid General Merchandise Store,a
614,300,1.05,Total Glycerol,a
615,48,2.0,sodium alginate,"A sodium salt of alginic acid, used as a gelling agent and stabilizer in food."
615,23,1.0,glycerol,"A sugar alcohol used as a humectant, solvent, and sweetener in food and pharmaceuticals."
615,124,0.5,palmitic acid,A saturated fatty acid used in food and industrial applications.
615,297,0.5,glycerin monostearate,a
615,98,0.5,β-cyclodextrin,A cyclic oligosaccharide used for encapsulating flavors and active compounds in food.
615,298,0.25,glycerol General Merchandise Store,a
615,299,0.25,stearic acid General Merchandise Store,a
615,300,1.25,Total Glycerol,a
616,48,2.0,sodium alginate,"A sodium salt of alginic acid, used as a gelling agent and stabilizer in food."
616,23,1.0,glycerol,"A sugar alcohol used as a humectant, solvent, and sweetener in food and pharmaceuticals."
616,124,0.9,palmitic acid,A saturated fatty acid used in food and industrial applications.
616,297,0.9,glycerin monostearate,a
616,98,0.9,β-cyclodextrin,A cyclic oligosaccharide used for encapsulating flavors and active compounds in food.
616,298,0.45,glycerol General Merchandise Store,a
616,299,0.45,stearic acid General Merchandise Store,a
616,300,1.45,Total Glycerol,a
617,48,2.0,sodium alginate,"A sodium salt of alginic acid, used as a gelling agent and stabilizer in food."
617,23,2.0,glycerol,"A sugar alcohol used as a humectant, solvent, and sweetener in food and pharmaceuticals."
617,124,0.1,palmitic acid,A saturated fatty acid used in food and industrial applications.
617,297,0.5,glycerin monostearate,a
617,98,0.9,β-cyclodextrin,A cyclic oligosaccharide used for encapsulating flavors and active compounds in food.
617,298,0.25,glycerol General Merchandise Store,a
617,299,0.25,stearic acid General Merchandise Store,a
617,300,2.25,Total Glycerol,a
618,48,2.0,sodium alginate,"A sodium salt of alginic acid, used as a gelling agent and stabilizer in food."
618,23,2.0,glycerol,"A sugar alcohol used as a humectant, solvent, and sweetener in food and pharmaceuticals."
618,124,0.5,palmitic acid,A saturated fatty acid used in food and industrial applications.
618,297,0.9,glycerin monostearate,a
618,98,0.1,β-cyclodextrin,A cyclic oligosaccharide used for encapsulating flavors and active compounds in food.
618,298,0.45,glycerol General Merchandise Store,a
618,299,0.45,stearic acid General Merchandise Store,a
618,300,2.45,Total Glycerol,a
619,48,2.0,sodium alginate,"A sodium salt of alginic acid, used as a gelling agent and stabilizer in food."
619,23,2.0,glycerol,"A sugar alcohol used as a humectant, solvent, and sweetener in food and pharmaceuticals."
619,124,0.9,palmitic acid,A saturated fatty acid used in food and industrial applications.
619,297,0.1,glycerin monostearate,a
619,98,0.5,β-cyclodextrin,A cyclic oligosaccharide used for encapsulating flavors and active compounds in food.
619,298,0.05,glycerol General Merchandise Store,a
619,299,0.05,stearic acid General Merchandise Store,a
619,300,2.05,Total Glycerol,a
620,48,2.0,sodium alginate,"A sodium salt of alginic acid, used as a gelling agent and stabilizer in food."
620,23,3.0,glycerol,"A sugar alcohol used as a humectant, solvent, and sweetener in food and pharmaceuticals."
620,124,0.1,palmitic acid,A saturated fatty acid used in food and industrial applications.
620,297,0.1,glycerin monostearate,a
620,98,0.5,β-cyclodextrin,A cyclic oligosaccharide used for encapsulating flavors and active compounds in food.
620,298,0.05,glycerol General Merchandise Store,a
620,299,0.05,stearic acid General Merchandise Store,a
620,300,3.05,Total Glycerol,a
621,48,2.0,sodium alginate,"A sodium salt of alginic acid, used as a gelling agent and stabilizer in food."
621,23,3.0,glycerol,"A sugar alcohol used as a humectant, solvent, and sweetener in food and pharmaceuticals."
621,124,0.5,palmitic acid,A saturated fatty acid used in food and industrial applications.
621,297,0.9,glycerin monostearate,a
621,98,0.9,β-cyclodextrin,A cyclic oligosaccharide used for encapsulating flavors and active compounds in food.
621,298,0.45,glycerol General Merchandise Store,a
621,299,0.45,stearic acid General Merchandise Store,a
621,300,3.45,Total Glycerol,a
622,48,2.0,sodium alginate,"A sodium salt of alginic acid, used as a gelling agent and stabilizer in food."
622,23,3.0,glycerol,"A sugar alcohol used as a humectant, solvent, and sweetener in food and pharmaceuticals."
622,124,0.9,palmitic acid,A saturated fatty acid used in food and industrial applications.
622,297,0.5,glycerin monostearate,a
622,98,0.1,β-cyclodextrin,A cyclic oligosaccharide used for encapsulating flavors and active compounds in food.
622,298,0.25,glycerol General Merchandise Store,a
622,299,0.25,stearic acid General Merchandise Store,a
622,300,3.25,Total Glycerol,a
419,144,0.0,control,Material used as a baseline in experiments.
623,301,9.0,gluten,a
623,227,32.5,ethanol,ethanol
623,23,1.5,glycerol,"A sugar alcohol used as a humectant, solvent, and sweetener in food and pharmaceuticals."
624,301,9.0,gluten,a
624,227,32.5,ethanol,ethanol
624,23,1.5,glycerol,"A sugar alcohol used as a humectant, solvent, and sweetener in food and pharmaceuticals."
624,80,0.45,beeswax,"A natural wax produced by honeybees, used in food coatings and cosmetics."
624,122,0.27,stearic acid,A saturated fatty acid used in food and cosmetics.
624,124,0.27,palmitic acid,A saturated fatty acid used in food and industrial applications.
625,301,13.17,gluten,a
625,227,37.51,ethanol,ethanol
625,23,2.19,glycerol,"A sugar alcohol used as a humectant, solvent, and sweetener in food and pharmaceuticals."
626,80,45.45,beeswax,"A natural wax produced by honeybees, used in food coatings and cosmetics."
626,122,27.27,stearic acid,A saturated fatty acid used in food and cosmetics.
626,124,27.27,palmitic acid,A saturated fatty acid used in food and industrial applications.
627,164,0.025,chlorine,A chemical element used in disinfection and water treatment.
418,144,0.0,control,Material used as a baseline in experiments.
628,303,11.76,(3-Chloro-2-hydroxypropyl)trimethylammonium Chloride,a
628,52,5.88,polyvinyl alcohol,A synthetic polymer used in food coatings and packaging for its film-forming properties.
628,250,100.0,Water,a
630,303,18.75,(3-Chloro-2-hydroxypropyl)trimethylammonium Chloride,a
630,52,6.25,polyvinyl alcohol,A synthetic polymer used in food coatings and packaging for its film-forming properties.
630,250,100.0,Water,a
631,303,26.67,(3-Chloro-2-hydroxypropyl)trimethylammonium Chloride,a
631,52,6.67,polyvinyl alcohol,A synthetic polymer used in food coatings and packaging for its film-forming properties.
631,250,100.0,Water,a
632,303,35.71,(3-Chloro-2-hydroxypropyl)trimethylammonium Chloride,a
632,52,7.14,polyvinyl alcohol,A synthetic polymer used in food coatings and packaging for its film-forming properties.
632,250,100.0,Water,a
633,303,46.15,(3-Chloro-2-hydroxypropyl)trimethylammonium Chloride,a
633,52,7.69,polyvinyl alcohol,A synthetic polymer used in food coatings and packaging for its film-forming properties.
633,250,100.0,Water,a
411,144,0.0,control,Material used as a baseline in experiments.
634,169,1.02,chitosan,"A biopolymer derived from chitin, used for its antimicrobial and film-forming properties."
634,199,0.51,acetic acid,A natural preservative used for its antimicrobial properties.
635,169,1.53,chitosan,"A biopolymer derived from chitin, used for its antimicrobial and film-forming properties."
635,199,0.51,acetic acid,A natural preservative used for its antimicrobial properties.
636,169,1.02,chitosan,"A biopolymer derived from chitin, used for its antimicrobial and film-forming properties."
636,199,0.51,acetic acid,A natural preservative used for its antimicrobial properties.
636,198,0.51,calcium gluconate,A calcium supplement used to enhance firmness in fruits and vegetables.
637,169,1.54,chitosan,"A biopolymer derived from chitin, used for its antimicrobial and film-forming properties."
637,199,0.51,acetic acid,A natural preservative used for its antimicrobial properties.
637,198,0.77,calcium gluconate,A calcium supplement used to enhance firmness in fruits and vegetables.
410,144,0.0,control,Material used as a baseline in experiments.
638,304,1.1,Perilla frutescens L. essential oil,a
638,305,3.3,Sodium starch octenyl succinate,a
638,200,1.65,calcium chloride,A compound used to maintain firmness in food and as a preservative.
638,169,1.65,chitosan,"A biopolymer derived from chitin, used for its antimicrobial and film-forming properties."
638,48,2.2,sodium alginate,"A sodium salt of alginic acid, used as a gelling agent and stabilizer in food."
639,304,0.4,Perilla frutescens L. essential oil,a
639,305,1.19,Sodium starch octenyl succinate,a
639,200,1.59,calcium chloride,A compound used to maintain firmness in food and as a preservative.
639,169,1.06,chitosan,"A biopolymer derived from chitin, used for its antimicrobial and film-forming properties."
639,48,1.59,sodium alginate,"A sodium salt of alginic acid, used as a gelling agent and stabilizer in food."
640,304,2.17,Perilla frutescens L. essential oil,a
640,305,6.5,Sodium starch octenyl succinate,a
640,200,1.73,calcium chloride,A compound used to maintain firmness in food and as a preservative.
640,169,2.31,chitosan,"A biopolymer derived from chitin, used for its antimicrobial and film-forming properties."
640,48,2.89,sodium alginate,"A sodium salt of alginic acid, used as a gelling agent and stabilizer in food."
641,304,25.0,Perilla frutescens L. essential oil,a
641,305,75.0,Sodium starch octenyl succinate,a
